Percent mass remaining in Litterbags ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent nitrogen mass remaining in litterbags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent phosphorus mass remaining in litterbags ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,LitterType,Block,Plot,Position ,Months,Percent P mass remaining,,,,LitterType,Block,Plot,Position ,Months,Percent P mass remaining,,,,Litter Type,Block,Plot,Position ,Months,Percent P remaining,,,,Litter Type,Block,Plot,Position ,Months,Percent P remaining,,,,Litter type,Block,Plot,Position,Months,Percent P mass remaining,,,,Litter type,,Block,Plot,Position,Months,,Percent P mass remaining
turkey oak,C,7,Buried,12,55.17,,,,,,,,,,,,,pine,C,5,Buried,12,65.57,,,,pine,C,2,Surface,12,77.25,,,,Mixed,C,5,Buried,12,49.91,,,,Mixed,C,5,Surface,12,75.87,,,,turkey oak,C,7,Buried,12,80.1,,,,,,,,,,,,,pine,C,5,Buried,12,83.31,,,,pine,C,2,Surface,12,105.2,,,,Mixed,C,5,Buried,12,63.87,,,,Mixed,C,5,Surface,12,103.97,,,,,,,,,,,,,turkey oak,A,3,Surface,18,57.33,,,,pine,C,9,Buried,12,61.28,,,,pine,A,12,Surface,18,40.01,,,,Mixed,C,9,Buried,12,75.84,,,,Mixed,,B,8,Surface,18,,50.56
turkey oak,C,8,Buried,12,57.94,,,,turkey oak,C,1,Surface,12,83.22,,,,pine,C,5,Buried,12,68.77,,,,pine,C,2,Surface,12,85.92,,,,Mixed,C,5,Buried,12,56.41,,,,Mixed,C,6,Surface,12,70.71,,,,turkey oak,C,8,Buried,12,76.56,,,,turkey oak,C,1,Surface,12,112.59,,,,pine,C,5,Buried,12,93.26,,,,pine,C,2,Surface,12,108.68,,,,Mixed,C,5,Buried,12,81.57,,,,Mixed,C,6,Surface,12,90.89,,,,,,,,,,,,,turkey oak,A,4,Surface,18,82.33,,,,pine,C,10,Buried,12,38.08,,,,,,,,,,,,,Mixed,C,10,Buried,12,62.75,,,,Mixed,,B,10,Surface,18,,75.24
turkey oak,C,9,Buried,12,35.63,,,,turkey oak,C,2,Surface,12,80.48,,,,pine,C,6,Buried,12,58.71,,,,pine,C,3,Surface,12,83.06,,,,Mixed,C,6,Buried,12,58.34,,,,Mixed,C,7,Surface,12,70.4,,,,turkey oak,C,9,Buried,12,41.92,,,,turkey oak,C,2,Surface,12,90.87,,,,pine,C,6,Buried,12,102.37,,,,pine,C,3,Surface,12,113.82,,,,Mixed,C,6,Buried,12,91.45,,,,Mixed,C,7,Surface,12,94.74,,,,turkey oak,A,1,Buried,18,26.25,,,,turkey oak,A,5,Surface,18,35.9,,,,pine,C,12,Buried,12,41.53,,,,pine,B,2,Surface,18,41.04,,,,Mixed,C,11,Buried,12,99.35,,,,,,,,,,,
turkey oak,C,10,Buried,12,35.45,,,,turkey oak,C,3,Surface,12,86.93,,,,pine,C,6,Buried,12,71.75,,,,pine,C,5,Surface,12,82.23,,,,Mixed,C,7,Buried,12,69.84,,,,Mixed,C,8,Surface,12,78.01,,,,turkey oak,C,10,Buried,12,50.25,,,,turkey oak,C,3,Surface,12,129.96,,,,pine,C,6,Buried,12,107.52,,,,pine,C,5,Surface,12,89.72,,,,Mixed,C,7,Buried,12,87.57,,,,Mixed,C,8,Surface,12,99.4,,,,turkey oak,A,2,Buried,18,14.46,,,,turkey oak,A,6,Surface,18,84.42,,,,,,,,,,,,,pine,B,4,Surface,18,117.88,,,,Mixed,C,12,Buried,12,49.38,,,,Mixed,,C,1,Surface,18,,46.08
turkey oak,C,11,Buried,12,37.17,,,,turkey oak,C,5,Surface,12,82.17,,,,pine,C,7,Buried,12,69.06,,,,pine,C,5,Surface,12,83.78,,,,Mixed,C,8,Buried,12,67.15,,,,Mixed,C,9,Surface,12,75.02,,,,turkey oak,C,11,Buried,12,49.22,,,,turkey oak,C,5,Surface,12,118.95,,,,pine,C,7,Buried,12,100.73,,,,pine,C,5,Surface,12,113.38,,,,Mixed,C,8,Buried,12,88.68,,,,Mixed,C,9,Surface,12,90.1,,,,turkey oak,A,4,Buried,18,47.04,,,,turkey oak,A,7,Surface,18,41.35,,,,,,,,,,,,,pine,B,7,Surface,18,38.81,,,,,,,,,,,,,Mixed,,C,2,Surface,18,,56.64
turkey oak,C,12,Buried,12,27.87,,,,turkey oak,C,6,Surface,12,81.9,,,,pine,C,8,Buried,12,58.96,,,,pine,C,6,Surface,12,79.14,,,,Mixed,C,9,Buried,12,65.85,,,,Mixed,C,10,Surface,12,73.23,,,,turkey oak,C,12,Buried,12,37.5,,,,turkey oak,C,6,Surface,12,107.99,,,,pine,C,8,Buried,12,106.33,,,,pine,C,6,Surface,12,100.18,,,,Mixed,C,9,Buried,12,96.51,,,,Mixed,C,10,Surface,12,93.52,,,,turkey oak,A,7,Buried,18,23.44,,,,turkey oak,A,8,Surface,18,56.92,,,,pine,A,1,Buried,18,31.28,,,,pine,B,8,Surface,18,57.96,,,,,,,,,,,,,Mixed,,C,3,Surface,18,,48.33
,,,,,,,,,turkey oak,C,7,Surface,12,87.79,,,,pine,C,9,Buried,12,67.41,,,,pine,C,6,Surface,12,84.33,,,,Mixed,C,10,Buried,12,39.75,,,,Mixed,C,11,Surface,12,80.47,,,,,,,,,,,,,turkey oak,C,7,Surface,12,131.5,,,,pine,C,9,Buried,12,91.22,,,,pine,C,6,Surface,12,132.12,,,,Mixed,C,10,Buried,12,66.34,,,,Mixed,C,11,Surface,12,89.44,,,,turkey oak,A,8,Buried,18,42.94,,,,turkey oak,A,9,Surface,18,29.25,,,,pine,A,2,Buried,18,36.37,,,,pine,B,11,Surface,18,38.56,,,,Mixed,A,2,Buried,18,16.15,,,,Mixed,,C,4,Surface,18,,43.15
,,,,,,,,,turkey oak,C,8,Surface,12,82.26,,,,pine,C,10,Buried,12,76.15,,,,pine,C,7,Surface,12,85.4,,,,Mixed,C,11,Buried,12,66.03,,,,Mixed,C,12,Surface,12,76.51,,,,,,,,,,,,,turkey oak,C,8,Surface,12,108.81,,,,pine,C,10,Buried,12,104.57,,,,pine,C,7,Surface,12,106.81,,,,Mixed,C,11,Buried,12,100.94,,,,Mixed,C,12,Surface,12,95.21,,,,turkey oak,A,10,Buried,18,69.65,,,,turkey oak,A,10,Surface,18,59.55,,,,pine,A,3,Buried,18,18.25,,,,,,,,,,,,,Mixed,A,3,Buried,18,37.07,,,,Mixed,,C,6,Surface,18,,41.46
turkey oak,A,1,Buried,18,32.81,,,,turkey oak,C,9,Surface,12,84.44,,,,pine,C,11,Buried,12,59.31,,,,pine,C,8,Surface,12,83.99,,,,Mixed,C,12,Buried,12,59.28,,,,,,,,,,,,,turkey oak,A,1,Buried,18,40.58,,,,turkey oak,C,9,Surface,12,96.19,,,,pine,C,11,Buried,12,106.79,,,,pine,C,8,Surface,12,98.11,,,,Mixed,C,12,Buried,12,91.83,,,,,,,,,,,,,turkey oak,A,11,Buried,18,15.11,,,,turkey oak,A,12,Surface,18,79,,,,pine,A,4,Buried,18,52.45,,,,pine,C,2,Surface,18,61.64,,,,Mixed,A,5,Buried,18,82.01,,,,Mixed,,C,7,Surface,18,,70.17
turkey oak,A,2,Buried,18,18.87,,,,turkey oak,C,10,Surface,12,79.96,,,,pine,C,12,Buried,12,65.25,,,,pine,C,9,Surface,12,85.6,,,,,,,,,,,,,,,,,,,,,,turkey oak,A,2,Buried,18,30.4,,,,turkey oak,C,10,Surface,12,100.84,,,,pine,C,12,Buried,12,105.41,,,,pine,C,9,Surface,12,106.58,,,,,,,,,,,,,,,,,,,,,,turkey oak,A,12,Buried,18,18.86,,,,,,,,,,,,,pine,A,5,Buried,18,75.43,,,,pine,C,3,Surface,18,41.94,,,,Mixed,A,6,Buried,18,26.48,,,,Mixed,,C,8,Surface,18,,114.84
turkey oak,A,4,Buried,18,28.22,,,,turkey oak,C,11,Surface,12,85.35,,,,,,,,,,,,,pine,C,10,Surface,12,80.53,,,,,,,,,,,,,Mixed,A,3,Surface,18,64.98,,,,turkey oak,A,4,Buried,18,48.55,,,,turkey oak,C,11,Surface,12,97.47,,,,,,,,,,,,,pine,C,10,Surface,12,119.76,,,,,,,,,,,,,Mixed,A,3,Surface,18,88.37,,,,,,,,,,,,,turkey oak,B,1,Surface,18,75.09,,,,pine,A,6,Buried,18,68.19,,,,pine,C,4,Surface,18,51.14,,,,Mixed,A,7,Buried,18,12.47,,,,Mixed,,C,10,Surface,18,,90.2
turkey oak,A,7,Buried,18,19.01,,,,turkey oak,C,12,Surface,12,83.01,,,,,,,,,,,,,pine,C,11,Surface,12,84.32,,,,Mixed,A,1,Buried,18,15.76,,,,Mixed,A,4,Surface,18,68.33,,,,turkey oak,A,7,Buried,18,27.16,,,,turkey oak,C,12,Surface,12,107.19,,,,,,,,,,,,,pine,C,11,Surface,12,115.79,,,,Mixed,A,1,Buried,18,23.19,,,,Mixed,A,4,Surface,18,105.81,,,,turkey oak,B,2,Buried,18,37.09,,,,turkey oak,B,2,Surface,18,25.47,,,,pine,A,7,Buried,18,47.95,,,,pine,C,5,Surface,18,31.45,,,,Mixed,A,8,Buried,18,71.31,,,,Mixed,,C,11,Surface,18,,56.78
turkey oak,A,8,Buried,18,47.71,,,,,,,,,,,,,pine,A,1,Buried,18,45.87,,,,pine,C,12,Surface,12,82.64,,,,Mixed,A,2,Buried,18,30.14,,,,Mixed,A,5,Surface,18,51.81,,,,turkey oak,A,8,Buried,18,78.93,,,,,,,,,,,,,pine,A,1,Buried,18,75.67,,,,pine,C,12,Surface,12,117.25,,,,Mixed,A,2,Buried,18,47.5,,,,Mixed,A,5,Surface,18,77.19,,,,turkey oak,B,3,Buried,18,28.27,,,,turkey oak,B,3,Surface,18,56.9,,,,pine,A,8,Buried,18,87.18,,,,pine,C,6,Surface,18,42.52,,,,Mixed,A,9,Buried,18,19.2,,,,Mixed,,C,12,Surface,18,,37.96
turkey oak,A,9,Buried,18,8.24,,,,,,,,,,,,,pine,A,2,Buried,18,32,,,,,,,,,,,,,Mixed,A,3,Buried,18,23.18,,,,Mixed,A,6,Surface,18,60.22,,,,turkey oak,A,9,Buried,18,13.17,,,,,,,,,,,,,pine,A,2,Buried,18,57.44,,,,,,,,,,,,,Mixed,A,3,Buried,18,36.25,,,,Mixed,A,6,Surface,18,83.58,,,,turkey oak,B,5,Buried,18,42.39,,,,turkey oak,B,4,Surface,18,31.43,,,,pine,A,9,Buried,18,67.57,,,,pine,C,7,Surface,18,55.06,,,,Mixed,A,10,Buried,18,24.59,,,,,,,,,,,
turkey oak,A,10,Buried,18,50.97,,,,turkey oak,A,1,Surface,18,58.63,,,,pine,A,3,Buried,18,11.81,,,,,,,,,,,,,Mixed,A,5,Buried,18,30.59,,,,Mixed,A,7,Surface,18,60.73,,,,turkey oak,A,10,Buried,18,92.06,,,,turkey oak,A,1,Surface,18,119.2,,,,pine,A,3,Buried,18,22.91,,,,,,,,,,,,,Mixed,A,5,Buried,18,43.36,,,,Mixed,A,7,Surface,18,108.11,,,,turkey oak,B,6,Buried,18,24.31,,,,turkey oak,B,5,Surface,18,74.19,,,,pine,A,10,Buried,18,39.26,,,,pine,C,8,Surface,18,55.58,,,,Mixed,A,11,Buried,18,12.16,,,,,,,,,,,
turkey oak,A,11,Buried,18,18.89,,,,turkey oak,A,2,Surface,18,73.87,,,,pine,A,4,Buried,18,44.38,,,,pine,A,1,Surface,18,75.3,,,,Mixed,A,6,Buried,18,17.69,,,,Mixed,A,8,Surface,18,66.14,,,,turkey oak,A,11,Buried,18,28.16,,,,turkey oak,A,2,Surface,18,106.08,,,,pine,A,4,Buried,18,73.2,,,,pine,A,1,Surface,18,99.12,,,,Mixed,A,6,Buried,18,29.42,,,,Mixed,A,8,Surface,18,101.31,,,,turkey oak,B,11,Buried,18,34.87,,,,turkey oak,B,7,Surface,18,74.72,,,,pine,A,11,Buried,18,112.15,,,,pine,C,9,Surface,18,25.67,,,,Mixed,A,12,Buried,18,53.84,,,,Mixed,,A,1,Surface,24,,45.69
turkey oak,A,12,Buried,18,23.58,,,,turkey oak,A,3,Surface,18,68.8,,,,pine,A,5,Buried,18,36.07,,,,pine,A,2,Surface,18,77.48,,,,Mixed,A,7,Buried,18,25.25,,,,Mixed,A,9,Surface,18,68.88,,,,turkey oak,A,12,Buried,18,30,,,,turkey oak,A,3,Surface,18,99.4,,,,pine,A,5,Buried,18,68.34,,,,pine,A,2,Surface,18,94.26,,,,Mixed,A,7,Buried,18,37.59,,,,Mixed,A,9,Surface,18,102.23,,,,turkey oak,B,12,Buried,18,20.01,,,,turkey oak,B,8,Surface,18,37.29,,,,pine,A,12,Buried,18,80.64,,,,,,,,,,,,,,,,,,,,,,Mixed,,A,3,Surface,24,,50.07
,,,,,,,,,turkey oak,A,4,Surface,18,61.75,,,,pine,A,6,Buried,18,27.28,,,,pine,A,3,Surface,18,68.97,,,,Mixed,A,8,Buried,18,36.51,,,,Mixed,A,10,Surface,18,69.18,,,,,,,,,,,,,turkey oak,A,4,Surface,18,85.84,,,,pine,A,6,Buried,18,53,,,,pine,A,3,Surface,18,120.46,,,,Mixed,A,8,Buried,18,62.5,,,,Mixed,A,10,Surface,18,95.62,,,,,,,,,,,,,turkey oak,B,9,Surface,18,76.91,,,,,,,,,,,,,,,,,,,,,,Mixed,B,1,Buried,18,29.65,,,,Mixed,,A,4,Surface,24,,22.4
turkey oak,B,1,Buried,18,9.73,,,,turkey oak,A,5,Surface,18,71.8,,,,pine,A,7,Buried,18,19.18,,,,pine,A,4,Surface,18,74.65,,,,Mixed,A,9,Buried,18,24.81,,,,Mixed,A,11,Surface,18,57.79,,,,turkey oak,B,1,Buried,18,11,,,,turkey oak,A,5,Surface,18,104.14,,,,pine,A,7,Buried,18,50.11,,,,pine,A,4,Surface,18,94.22,,,,Mixed,A,9,Buried,18,42.49,,,,Mixed,A,11,Surface,18,85.76,,,,turkey oak,C,1,Buried,18,29.76,,,,turkey oak,B,11,Surface,18,22.97,,,,pine,B,1,Buried,18,43.53,,,,pine,A,1,Surface,24,40.81,,,,Mixed,B,2,Buried,18,44.07,,,,Mixed,,A,5,Surface,24,,56.65
turkey oak,B,2,Buried,18,19.19,,,,turkey oak,A,6,Surface,18,72.36,,,,pine,A,8,Buried,18,43.59,,,,pine,A,5,Surface,18,74.93,,,,Mixed,A,10,Buried,18,23.82,,,,,,,,,,,,,turkey oak,B,2,Buried,18,40.05,,,,turkey oak,A,6,Surface,18,114.72,,,,pine,A,8,Buried,18,79.48,,,,pine,A,5,Surface,18,86.24,,,,Mixed,A,10,Buried,18,27.94,,,,,,,,,,,,,turkey oak,C,3,Buried,18,21.6,,,,,,,,,,,,,pine,B,2,Buried,18,22.3,,,,pine,A,2,Surface,24,43.93,,,,Mixed,B,6,Buried,18,37.45,,,,Mixed,,A,6,Surface,24,,20.89
turkey oak,B,3,Buried,18,35.34,,,,turkey oak,A,7,Surface,18,72.97,,,,pine,A,9,Buried,18,61.93,,,,pine,A,6,Surface,18,77.08,,,,Mixed,A,11,Buried,18,30.74,,,,Mixed,B,1,Surface,18,56.72,,,,turkey oak,B,3,Buried,18,63.93,,,,turkey oak,A,7,Surface,18,104.06,,,,pine,A,9,Buried,18,120.52,,,,pine,A,6,Surface,18,126.72,,,,Mixed,A,11,Buried,18,44.48,,,,Mixed,B,1,Surface,18,86.4,,,,turkey oak,C,4,Buried,18,64,,,,turkey oak,C,1,Surface,18,41.54,,,,pine,B,3,Buried,18,34.68,,,,pine,A,3,Surface,24,59.78,,,,Mixed,B,8,Buried,18,80.67,,,,Mixed,,A,7,Surface,24,,31.62
turkey oak,B,4,Buried,18,24.89,,,,turkey oak,A,8,Surface,18,63.25,,,,pine,A,10,Buried,18,15.42,,,,pine,A,7,Surface,18,71.64,,,,Mixed,A,12,Buried,18,22.01,,,,Mixed,B,2,Surface,18,54.29,,,,turkey oak,B,4,Buried,18,38.29,,,,turkey oak,A,8,Surface,18,97.01,,,,pine,A,10,Buried,18,26.89,,,,pine,A,7,Surface,18,134.09,,,,Mixed,A,12,Buried,18,25.69,,,,Mixed,B,2,Surface,18,68.98,,,,turkey oak,C,6,Buried,18,32.42,,,,turkey oak,C,2,Surface,18,34.63,,,,pine,B,5,Buried,18,19.85,,,,pine,A,4,Surface,24,34.86,,,,Mixed,B,9,Buried,18,75.75,,,,Mixed,,A,8,Surface,24,,59.71
turkey oak,B,5,Buried,18,52.99,,,,turkey oak,A,9,Surface,18,62.68,,,,pine,A,11,Buried,18,54.83,,,,pine,A,8,Surface,18,76.06,,,,,,,,,,,,,Mixed,B,3,Surface,18,56.68,,,,turkey oak,B,5,Buried,18,75.26,,,,turkey oak,A,9,Surface,18,87.14,,,,pine,A,11,Buried,18,100.59,,,,pine,A,8,Surface,18,139.55,,,,,,,,,,,,,Mixed,B,3,Surface,18,97.18,,,,turkey oak,C,7,Buried,18,14.69,,,,turkey oak,C,3,Surface,18,15.74,,,,pine,B,6,Buried,18,75.77,,,,pine,A,5,Surface,24,24.27,,,,Mixed,B,10,Buried,18,47.88,,,,Mixed,,A,9,Surface,24,,28.76
turkey oak,B,6,Buried,18,26.05,,,,turkey oak,A,10,Surface,18,61.6,,,,pine,A,12,Buried,18,73.92,,,,pine,A,9,Surface,18,71.12,,,,Mixed,B,1,Buried,18,18.46,,,,Mixed,B,4,Surface,18,60.33,,,,turkey oak,B,6,Buried,18,39.17,,,,turkey oak,A,10,Surface,18,90.06,,,,pine,A,12,Buried,18,120.88,,,,pine,A,9,Surface,18,108.6,,,,Mixed,B,1,Buried,18,32.2,,,,Mixed,B,4,Surface,18,86.24,,,,turkey oak,C,8,Buried,18,26.45,,,,turkey oak,C,4,Surface,18,77.25,,,,pine,B,7,Buried,18,7.01,,,,pine,A,6,Surface,24,52.52,,,,Mixed,B,11,Buried,18,70.73,,,,Mixed,,A,10,Surface,24,,21.73
turkey oak,B,7,Buried,18,1.06,,,,turkey oak,A,11,Surface,18,69.34,,,,,,,,,,,,,pine,A,10,Surface,18,62.1,,,,Mixed,B,2,Buried,18,32.27,,,,Mixed,B,5,Surface,18,60.7,,,,turkey oak,B,7,Buried,18,1.22,,,,turkey oak,A,11,Surface,18,103.86,,,,,,,,,,,,,pine,A,10,Surface,18,115.36,,,,Mixed,B,2,Buried,18,59.75,,,,Mixed,B,5,Surface,18,96.52,,,,turkey oak,C,9,Buried,18,29.91,,,,turkey oak,C,5,Surface,18,76.59,,,,pine,B,8,Buried,18,13.12,,,,pine,A,7,Surface,24,59.89,,,,,,,,,,,,,Mixed,,A,11,Surface,24,,46.44
turkey oak,B,8,Buried,18,5.91,,,,turkey oak,A,12,Surface,18,67.71,,,,pine,B,1,Buried,18,38.3,,,,pine,A,11,Surface,18,77.3,,,,Mixed,B,4,Buried,18,18.78,,,,Mixed,B,6,Surface,18,61.47,,,,turkey oak,B,8,Buried,18,11.85,,,,turkey oak,A,12,Surface,18,72.28,,,,pine,B,1,Buried,18,73.55,,,,pine,A,11,Surface,18,164.28,,,,Mixed,B,4,Buried,18,28.86,,,,Mixed,B,6,Surface,18,78.94,,,,turkey oak,C,10,Buried,18,31.18,,,,turkey oak,C,6,Surface,18,27.15,,,,pine,B,8,Buried,18,59.03,,,,pine,A,8,Surface,24,51.86,,,,Mixed,C,1,Buried,18,47.93,,,,,,,,,,,
turkey oak,B,9,Buried,18,7.86,,,,,,,,,,,,,pine,B,2,Buried,18,19.62,,,,pine,A,12,Surface,18,67.71,,,,Mixed,B,5,Buried,18,36.97,,,,Mixed,B,7,Surface,18,52.17,,,,turkey oak,B,9,Buried,18,13.39,,,,,,,,,,,,,pine,B,2,Buried,18,31.02,,,,pine,A,12,Surface,18,122.88,,,,Mixed,B,5,Buried,18,45.17,,,,Mixed,B,7,Surface,18,86.91,,,,turkey oak,C,11,Buried,18,49.68,,,,turkey oak,C,7,Surface,18,39.8,,,,pine,B,10,Buried,18,66.81,,,,pine,A,9,Surface,24,53.5,,,,Mixed,C,2,Buried,18,90.19,,,,Mixed,,B,4,Surface,24,,37.57
turkey oak,B,10,Buried,18,39.94,,,,turkey oak,B,1,Surface,18,64.36,,,,pine,B,3,Buried,18,54.5,,,,,,,,,,,,,Mixed,B,6,Buried,18,30.71,,,,Mixed,B,8,Surface,18,58.7,,,,turkey oak,B,10,Buried,18,50.71,,,,turkey oak,B,1,Surface,18,106.74,,,,pine,B,3,Buried,18,64.59,,,,,,,,,,,,,Mixed,B,6,Buried,18,45.39,,,,Mixed,B,8,Surface,18,94.64,,,,turkey oak,C,12,Buried,18,23.56,,,,turkey oak,C,8,Surface,18,75.69,,,,pine,B,11,Buried,18,34.64,,,,pine,A,10,Surface,24,30.57,,,,Mixed,C,3,Buried,18,22.99,,,,Mixed,,B,5,Surface,24,,37.16
turkey oak,B,11,Buried,18,31.7,,,,turkey oak,B,2,Surface,18,21.83,,,,pine,B,5,Buried,18,31.2,,,,pine,B,1,Surface,18,67.36,,,,Mixed,B,7,Buried,18,12.41,,,,Mixed,B,9,Surface,18,52.27,,,,turkey oak,B,11,Buried,18,56.53,,,,turkey oak,B,2,Surface,18,34.68,,,,pine,B,5,Buried,18,52.71,,,,pine,B,1,Surface,18,71.59,,,,Mixed,B,7,Buried,18,18.7,,,,Mixed,B,9,Surface,18,77.57,,,,,,,,,,,,,turkey oak,C,9,Surface,18,105.39,,,,,,,,,,,,,pine,A,11,Surface,24,57.31,,,,Mixed,C,4,Buried,18,21.69,,,,Mixed,,B,6,Surface,24,,31.14
turkey oak,B,12,Buried,18,46.17,,,,turkey oak,B,3,Surface,18,71.12,,,,pine,B,6,Buried,18,43.87,,,,pine,B,2,Surface,18,64.49,,,,Mixed,B,8,Buried,18,29.89,,,,Mixed,B,10,Surface,18,58.48,,,,turkey oak,B,12,Buried,18,75.26,,,,turkey oak,B,3,Surface,18,88.67,,,,pine,B,6,Buried,18,77.99,,,,pine,B,2,Surface,18,91.5,,,,Mixed,B,8,Buried,18,37.23,,,,Mixed,B,10,Surface,18,74.07,,,,,,,,,,,,,turkey oak,C,10,Surface,18,66.27,,,,pine,C,1,Buried,18,39.04,,,,pine,A,12,Surface,24,33.24,,,,Mixed,C,6,Buried,18,124.34,,,,Mixed,,B,8,Surface,24,,63.32
,,,,,,,,,turkey oak,B,4,Surface,18,72.53,,,,pine,B,7,Buried,18,51.42,,,,pine,B,3,Surface,18,71.3,,,,Mixed,B,9,Buried,18,30.42,,,,Mixed,B,11,Surface,18,62.57,,,,,,,,,,,,,turkey oak,B,4,Surface,18,93.14,,,,pine,B,7,Buried,18,79.69,,,,pine,B,3,Surface,18,85.72,,,,Mixed,B,9,Buried,18,45.43,,,,Mixed,B,11,Surface,18,57.43,,,,turkey oak,A,1,Buried,24,15.27,,,,turkey oak,C,11,Surface,18,40.57,,,,pine,C,2,Buried,18,29.15,,,,,,,,,,,,,Mixed,C,7,Buried,18,75.81,,,,Mixed,,B,9,Surface,24,,26.21
turkey oak,C,1,Buried,18,23.5,,,,turkey oak,B,5,Surface,18,63.59,,,,pine,B,8,Buried,18,46.38,,,,pine,B,4,Surface,18,74.1,,,,Mixed,B,10,Buried,18,28.82,,,,Mixed,B,12,Surface,18,60.82,,,,turkey oak,C,1,Buried,18,37.59,,,,turkey oak,B,5,Surface,18,92.7,,,,pine,B,8,Buried,18,61.4,,,,pine,B,4,Surface,18,119.91,,,,Mixed,B,10,Buried,18,47.72,,,,Mixed,B,12,Surface,18,81.27,,,,turkey oak,A,3,Buried,24,34.05,,,,turkey oak,C,12,Surface,18,54.65,,,,pine,C,3,Buried,18,15.71,,,,pine,B,1,Surface,24,16.1,,,,Mixed,C,8,Buried,18,46.25,,,,Mixed,,B,10,Surface,24,,28.64
turkey oak,C,2,Buried,18,9.22,,,,turkey oak,B,6,Surface,18,65.46,,,,pine,B,8,Buried,18,48.11,,,,pine,B,5,Surface,18,73.56,,,,Mixed,B,11,Buried,18,29.31,,,,,,,,,,,,,turkey oak,C,2,Buried,18,9.16,,,,turkey oak,B,6,Surface,18,102.85,,,,pine,B,8,Buried,18,92.33,,,,pine,B,5,Surface,18,104.58,,,,Mixed,B,11,Buried,18,39.08,,,,,,,,,,,,,turkey oak,A,4,Buried,24,35.66,,,,,,,,,,,,,pine,C,4,Buried,18,57.88,,,,pine,B,2,Surface,24,46.62,,,,Mixed,C,9,Buried,18,51.12,,,,Mixed,,B,12,Surface,24,,55.13
turkey oak,C,3,Buried,18,38.12,,,,turkey oak,B,7,Surface,18,64.04,,,,pine,B,9,Buried,18,49.1,,,,pine,B,6,Surface,18,64.84,,,,Mixed,B,12,Buried,18,42.96,,,,Mixed,C,1,Surface,18,74.12,,,,turkey oak,C,3,Buried,18,43.97,,,,turkey oak,B,7,Surface,18,112.65,,,,pine,B,9,Buried,18,84.34,,,,pine,B,6,Surface,18,94.95,,,,Mixed,B,12,Buried,18,62.3,,,,Mixed,C,1,Surface,18,72.64,,,,turkey oak,A,5,Buried,24,29.33,,,,,,,,,,,,,pine,C,5,Buried,18,33.7,,,,pine,B,3,Surface,24,68.93,,,,Mixed,C,10,Buried,18,13.36,,,,,,,,,,,
turkey oak,C,4,Buried,18,48,,,,turkey oak,B,8,Surface,18,65.81,,,,pine,B,10,Buried,18,40.83,,,,pine,B,7,Surface,18,60.98,,,,,,,,,,,,,Mixed,C,2,Surface,18,61.36,,,,turkey oak,C,4,Buried,18,64.73,,,,turkey oak,B,8,Surface,18,98.85,,,,pine,B,10,Buried,18,55.14,,,,pine,B,7,Surface,18,103.03,,,,,,,,,,,,,Mixed,C,2,Surface,18,88.73,,,,turkey oak,A,6,Buried,24,18.63,,,,turkey oak,A,1,Surface,24,53.93,,,,pine,C,6,Buried,18,91.28,,,,pine,B,6,Surface,24,39.59,,,,Mixed,C,11,Buried,18,32.79,,,,Mixed,,C,2,Surface,24,,167.8
